#name	label	class	CHG	CpG5	CpG3	maxExpr	nSamples	WGA	allData	noExpr	noMeth	noWGA
Sb03g029040	synteny	high	1	1	0	4	4	1	functional	functional	functional	functional
Sb03g029030	synteny	high	1	1	0	4	1	1	functional	functional	functional	functional
Sb03g029020	synteny	high	1	1	0.05	4	3	0.941349	functional	functional	functional	functional
Sb03g028990	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g028980	synteny	high	1	1	1	5	1	1	functional	functional	functional	functional
Sb03g028930	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g028940	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g028950	synteny	high	1	1	1	1	0	0.738255	functional	functional	functional	functional
Sb03g028960	synteny	high	1	1	1	4	4	0.982993	functional	functional	functional	functional
Sb03g028970	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g028920	synteny	high	1	1	1	1	0	0.993193	functional	functional	functional	functional
Sb03g028900	synteny	high	1	1	1	4	5	1	functional	functional	functional	functional
Sb03g028890	synteny	high	1	1	1	3	1	0.984563	functional	functional	functional	functional
Sb03g028870	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g028880	synteny	high	1	1	1	5	4	0.859756	functional	functional	functional	functional
Sb03g028840	synteny	high	1	1	1	5	8	1	functional	functional	functional	functional
Sb03g028850	synteny	high	1	0	1	5	3	1	functional	functional	functional	functional
Sb03g028860	synteny	high	1	0.88	0	5	12	0.872468	functional	functional	functional	functional
Sb03g028830	synteny	high	1	0.13	1	1	0	0.983213	functional	functional	functional	functional
Sb03g028820	synteny	high	1	1	1	3	4	0.975967	functional	functional	functional	functional
Sb03g028800	synteny	high	1	1	1	4	4	0.966775	functional	functional	functional	functional
Sb03g028810	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g028790	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g028780	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g028770	synteny	high	1	1	1	1	0	0	functional	functional	functional	functional
Sb03g028760	synteny	high	1	0.64	0.45	4	8	1	functional	functional	non	functional
Sb03g028740	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g028730	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g028720	synteny	high	1	1	1	5	4	1	functional	functional	functional	functional
Sb03g028700	synteny	high	1	1	1	2	0	0.914448	functional	functional	functional	functional
Sb03g028710	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g028680	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g028690	synteny	high	1	1	1	4	4	1	functional	functional	functional	functional
Sb03g028670	synteny	high	1	1	1	4	3	0.996805	functional	functional	functional	functional
Sb03g028650	synteny	high	1	1	0	2	0	0.0396093	functional	functional	functional	functional
Sb03g028630	synteny	high	1	1	0	4	5	0.875248	functional	functional	functional	functional
Sb03g028640	synteny	high	1	1	1	1	0	0.939445	functional	functional	functional	functional
Sb03g028620	synteny	high	1	1	1	3	3	0.91427	functional	functional	functional	functional
Sb03g028610	synteny	high	1	1	1	3	7	1	functional	functional	functional	functional
Sb03g028596	synteny	high	1	1	1	1	0	0	functional	functional	functional	functional
Sb03g028600	synteny	high	1	0.91	0	4	11	0.920771	functional	functional	functional	functional
Sb03g028593	synteny	high	1	1	1	2	0	0	functional	functional	functional	functional
Sb03g028590	synteny	high	1	1	1	4	9	1	functional	functional	functional	functional
Sb03g028570	synteny	high	0.766738	0	0.3	2	0	0.131243	functional	functional	functional	functional
Sb03g028560	synteny	high	1	1	1	4	4	0.0551033	functional	functional	functional	functional
Sb03g028550	synteny	high	1	0.13	1	2	0	1	functional	functional	functional	functional
Sb03g028530	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g028510	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g028490	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g028500	synteny	high	1	1	1	4	10	1	functional	functional	functional	functional
Sb03g028470	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g028460	synteny	high	1	1	1	5	10	0.998092	functional	functional	functional	functional
Sb03g028440	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g028420	synteny	high	0	0	0	4	1	1	functional	functional	functional	functional
Sb03g028430	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g028410	synteny	high	1	1	1	4	2	0	functional	functional	functional	functional
Sb03g028400	synteny	high	1	1	1	5	12	0.99899	functional	functional	functional	functional
Sb03g028390	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g028380	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g028368	synteny	high	0	0	0	2	0	1	functional	functional	functional	functional
Sb03g028360	synteny	high	1	1	1	2	0	1	non	non	functional	non
Sb03g028355	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g028350	synteny	high	1	1	1	4	9	1	functional	functional	functional	functional
Sb03g028340	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g028330	synteny	high	1	0.63	0	5	8	0.958769	functional	functional	functional	functional
Sb03g028310	synteny	high	1	1	0	3	2	1	functional	functional	functional	functional
Sb03g028300	synteny	high	1	0	0.75	4	3	1	functional	functional	functional	functional
Sb03g028290	synteny	high	1	0	1	5	12	1	functional	functional	functional	functional
Sb03g028250	synteny	high	1	1	1	2	0	0.9821	functional	functional	functional	functional
Sb03g028240	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g028220	synteny	high	1	1	0.88	4	7	1	functional	functional	functional	functional
Sb03g028210	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g028200	synteny	high	1	1	1	4	2	0.177972	functional	functional	functional	functional
Sb03g028190	synteny	high	1	1	1	2	0	0.966555	functional	functional	functional	functional
Sb03g028170	synteny	high	1	1	1	5	5	1	functional	functional	functional	functional
Sb03g028180	synteny	high	1	1	1	4	9	1	functional	functional	non	functional
Sb03g028160	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb03g028150	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g028140	synteny	high	1	1	1	4	10	1	functional	functional	functional	functional
Sb03g028120	synteny	high	1	1	1	4	8	1	functional	functional	functional	functional
Sb03g028110	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g028100	synteny	high	1	1	0	3	3	1	functional	functional	functional	functional
Sb03g028090	synteny	high	1	1	1	5	9	0.920087	functional	functional	functional	functional
Sb03g028070	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb03g028060	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g028050	synteny	high	1	1	1	4	9	1	functional	functional	functional	functional
Sb03g028020	synteny	high	1	1	1	3	3	0	functional	functional	functional	functional
Sb03g028000	synteny	high	1	1	1	4	12	0.975275	functional	functional	functional	functional
Sb03g028010	synteny	high	0.970567	1	0	5	6	1	functional	functional	functional	functional
Sb03g027990	synteny	high	1	1	1	4	7	0.995245	functional	functional	functional	functional
Sb03g027980	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g027940	synteny	high	1	0.88	1	2	0	1	functional	functional	functional	functional
Sb03g027950	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g027960	synteny	high	1	1	1	4	12	0.952381	functional	functional	functional	functional
Sb03g027910	synteny	high	1	0.21	1	4	12	0.978545	functional	functional	functional	functional
Sb03g027890	synteny	high	1	1	0	4	10	1	functional	functional	functional	functional
Sb03g027880	synteny	high	1	1	0	4	12	1	functional	functional	functional	functional
Sb03g027870	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g027850	synteny	high	0.997446	1	0.88	3	5	0.95977	functional	functional	functional	functional
Sb03g027860	synteny	high	1	1	1	5	11	1	functional	functional	functional	functional
Sb03g027840	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb03g027830	synteny	high	1	1	1	4	12	0.998337	functional	functional	functional	functional
Sb03g027820	synteny	high	1	1	0	4	12	1	functional	functional	functional	functional
Sb03g027810	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g027800	synteny	high	1	1	1	4	6	1	functional	functional	functional	functional
Sb03g027780	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g027790	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g027760	synteny	high	1	1	1	5	11	1	functional	functional	functional	functional
Sb03g027770	synteny	high	1	1	1	3	8	1	functional	functional	functional	functional
Sb03g027750	synteny	high	1	0	1	4	3	1	functional	functional	functional	functional
Sb03g027730	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g027740	synteny	high	1	1	0	3	1	0.99959	functional	functional	functional	functional
Sb03g027720	synteny	high	1	1	1	4	3	1	functional	functional	functional	functional
Sb03g027710	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g027700	synteny	high	1	1	0	3	2	1	functional	functional	functional	functional
Sb03g027690	synteny	high	1	0.88	0	2	0	0.995357	functional	functional	functional	functional
Sb03g027680	synteny	high	1	1	0.07	1	0	0.925779	functional	functional	functional	functional
Sb03g027660	synteny	high	1	0.97	1	4	3	1	functional	functional	functional	non
Sb03g027630	synteny	high	1	1	1	3	8	1	functional	functional	functional	functional
Sb03g027640	synteny	high	1	1	1	4	7	1	functional	functional	functional	functional
Sb03g027650	synteny	high	1	1	1	5	11	1	functional	functional	functional	functional
Sb03g027620	synteny	high	1	1	1	2	0	0.127714	functional	functional	functional	functional
Sb03g027610	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb03g027600	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g027560	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g027540	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g027550	synteny	high	1	1	1	3	2	0.733862	functional	functional	functional	functional
Sb03g027530	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g027520	synteny	high	1	1	0.13	2	0	1	functional	functional	functional	functional
Sb03g027510	synteny	high	0.997696	1	0	2	0	1	functional	functional	functional	functional
Sb03g027500	synteny	high	0	0	0	2	0	0.0327332	functional	functional	functional	functional
Sb03g027490	synteny	high	0.596785	1	0	1	0	0.164409	functional	functional	functional	functional
Sb03g027480	synteny	high	0.565953	1	0	2	0	0.999775	functional	functional	functional	functional
Sb03g027460	synteny	high	0.290551	1	0	1	0	1	functional	functional	functional	functional
Sb03g027450	synteny	high	0.577819	1	1	1	0	1	functional	functional	functional	functional
Sb03g027440	synteny	high	0.49497	1	0.83	1	0	0.996799	functional	functional	functional	functional
Sb03g027430	synteny	high	0.27924	1	0	3	4	0.961318	functional	functional	functional	functional
Sb03g027400	synteny	high	1	1	1	4	6	1	functional	functional	functional	functional
Sb03g027395	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g027390	synteny	high	1	1	1	4	3	0.970853	functional	functional	functional	functional
Sb03g027375	synteny	high	1	0.95	0	3	8	0.995114	functional	functional	functional	functional
Sb03g027380	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g027330	synteny	high	1	1	1	5	6	0.913186	functional	functional	functional	functional
Sb03g027340	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g027360	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g027370	synteny	high	1	1	1	2	0	0.966951	functional	functional	functional	functional
Sb03g027320	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g027290	synteny	high	1	1	1	4	7	0.772727	functional	functional	functional	functional
Sb03g027280	synteny	high	1	1	1	1	0	0	functional	functional	functional	functional
Sb03g027260	synteny	high	1	1	1	5	3	1	functional	functional	functional	functional
Sb03g027246	synteny	high	1	1	0	3	3	1	functional	functional	functional	functional
Sb03g027250	synteny	high	1	0	1	4	9	1	functional	functional	functional	functional
Sb03g027240	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb03g027243	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb03g027230	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb03g027210	synteny	high	1	1	0.29	3	5	1	functional	functional	functional	functional
Sb03g027200	synteny	high	1	1	1	3	4	1	functional	functional	functional	functional
Sb03g027160	synteny	high	1	1	1	1	0	0.983793	functional	functional	functional	functional
Sb03g027170	synteny	high	1	1	1	2	0	1	functional	functional	non	functional
Sb03g027180	synteny	high	1	1	1	4	8	1	functional	functional	functional	functional
Sb03g027150	synteny	high	1	1	1	1	0	0.784077	functional	functional	functional	functional
Sb03g027140	synteny	high	1	0.95	0	2	0	1	functional	functional	functional	functional
Sb03g027127	synteny	high	1	1	1	1	0	0	functional	functional	functional	non
Sb03g027120	synteny	high	1	1	1	4	7	0.974982	functional	functional	functional	functional
Sb03g027110	synteny	high	1	1	1	5	12	0.955501	functional	functional	functional	functional
Sb03g027100	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb03g027090	synteny	high	1	1	1	1	0	0.0455827	functional	functional	functional	functional
Sb03g027086	synteny	high	1	1	1	1	0	0.704348	functional	functional	functional	functional
Sb03g027080	synteny	high	1	1	1	1	0	0.986656	functional	functional	functional	functional
Sb03g027070	synteny	high	1	1	0	1	0	0.96981	functional	functional	functional	functional
Sb03g027040	synteny	high	1	1	1	5	5	1	functional	functional	functional	functional
Sb03g027050	synteny	high	1	1	1	2	0	0.985987	functional	functional	functional	functional
Sb03g027030	synteny	high	1	1	1	5	5	0.690936	functional	functional	functional	functional
Sb03g027020	synteny	high	1	1	0	5	7	1	functional	functional	functional	functional
Sb03g027010	synteny	high	1	1	1	4	12	0.983599	functional	functional	functional	functional
Sb03g026990	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb03g027000	synteny	high	1	1	1	4	10	1	functional	functional	functional	functional
Sb03g026980	synteny	high	1	1	1	4	1	1	functional	functional	functional	functional
Sb03g026970	synteny	high	1	1	1	5	10	1	functional	functional	functional	functional
Sb03g026940	synteny	high	1	1	1	2	0	0.816953	functional	functional	functional	functional
Sb03g026950	synteny	high	1	1	0	2	0	0.987745	functional	functional	functional	functional
Sb03g026915	synteny	high	1	1	0	2	0	0.901243	functional	functional	functional	functional
Sb03g026920	synteny	high	1	0.61	1	1	0	0.982313	functional	functional	functional	functional
